test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,64,0,58.71,0.00,0.00
CPUStress,64,10,110.53,0.00,0.00
CPUStress,64,20,151.74,0.00,0.00
CPUStress,64,30,175.48,0.00,0.00
CPUStress,64,40,192.69,0.00,0.00
CPUStress,64,50,216.51,0.00,0.00
CPUStress,64,60,238.11,0.00,0.00
CPUStress,64,70,254.17,0.00,0.00
CPUStress,64,80,259.85,0.00,0.00
CPUStress,64,90,259.41,0.00,0.00
CPUStress,64,100,255.77,0.00,0.00

VMStress,64,100,158.16,0.00,0.00
maximize,64,100,254.01,0.00,0.00
