test,threads,load,PkgWatt,RAMWatt,PkgTmp
CPUStress,64,0,42.85,0.00,0.00
CPUStress,64,10,84.89,0.00,0.00
CPUStress,64,20,98.11,0.00,0.00
CPUStress,64,30,109.06,0.00,0.00
CPUStress,64,40,121.70,0.00,0.00
CPUStress,64,50,131.17,0.00,0.00
CPUStress,64,60,140.62,0.00,0.00
CPUStress,64,70,147.47,0.00,0.00
CPUStress,64,80,154.59,0.00,0.00
CPUStress,64,90,162.21,0.00,0.00
CPUStress,64,100,165.53,0.00,0.00

VMStress,64,100,113.06,0.00,0.00
maximize,64,100,190.12,0.00,0.00
